fold,split,video_id,aug_idx,true_label,pred_label,prob_fake
1,avdeepfake,h0dSQDgl3gI_00005,11,0,1,0.5878161787986755
1,avdeepfake,h7u6NScSWtY_00010,0,0,1,0.5733118653297424
1,avdeepfake,gtDS5rzd6R8_00006,7,0,1,0.648788332939148
1,avdeepfake,gzcwS02ZB1o_00015,0,0,1,0.5808095335960388
1,avdeepfake,h27g5iT0tck_00027,1,0,1,0.5557337403297424
1,avdeepfake,gzcwS02ZB1o_00010,1,0,1,0.5827451348304749
1,avdeepfake,gjCwsdCssdk_00020,2,0,1,0.6022989153862
1,avdeepfake,hBOVuIIQUFc_00003,1,0,1,0.6034969091415405
1,avdeepfake,gdg4mUSwuhI_00002,13,0,1,0.5915601253509521
1,avdeepfake,h7qKzqQnjXw_00008,8,0,1,0.5682930946350098
1,avdeepfake,h0dSQDgl3gI_00007,0,0,1,0.5784787535667419
1,avdeepfake,hJnEQCMA5Sg_00008,6,0,1,0.5788621306419373
1,avdeepfake,hBOVuIIQUFc_00012,0,0,1,0.6210975646972656
1,avdeepfake,h7u6NScSWtY_00007,9,0,1,0.5934106111526489
1,avdeepfake,gzcwS02ZB1o_00006,6,0,1,0.6017434000968933
1,avdeepfake,h7u6NScSWtY_00010,1,0,1,0.5783218145370483
1,avdeepfake,ggPh4X7UKwY_00005,4,0,1,0.5756063461303711
1,avdeepfake,golS4kh8ETY_00007,4,0,1,0.5850971341133118
1,avdeepfake,hBOVuIIQUFc_00002,7,0,1,0.6399110555648804
1,avdeepfake,ggPh4X7UKwY_00014,3,0,1,0.6041547060012817
1,avdeepfake,gzcwS02ZB1o_00017,1,0,1,0.5868620872497559
1,avdeepfake,gqpErbFnbiY_00029,2,0,1,0.6268784403800964
1,avdeepfake,gv1ApCmctVQ_00002,6,0,1,0.5644822120666504
1,avdeepfake,gzcwS02ZB1o_00024,6,0,1,0.5993502736091614
1,avdeepfake,gjCwsdCssdk_00020,0,0,1,0.5962224006652832
1,avdeepfake,gjCwsdCssdk_00014,0,0,1,0.6069824695587158
1,avdeepfake,goiyLgCzgSI_00001,4,0,1,0.5891150832176208
1,avdeepfake,goiyLgCzgSI_00001,3,0,1,0.5977602601051331
1,avdeepfake,h7qKzqQnjXw_00003,8,0,1,0.5808168649673462
1,avdeepfake,goiyLgCzgSI_00017,3,0,1,0.6072416305541992
1,avdeepfake,hBOVuIIQUFc_00003,1,0,1,0.6034969091415405
1,avdeepfake,golS4kh8ETY_00007,3,0,1,0.5822344422340393
1,avdeepfake,hBOVuIIQUFc_00003,1,0,1,0.6034969091415405
1,avdeepfake,gqpErbFnbiY_00012,2,0,1,0.5654093623161316
1,avdeepfake,gjCwsdCssdk_00014,0,0,1,0.6069824695587158
1,avdeepfake,gzcwS02ZB1o_00018,0,0,1,0.5944066643714905
1,avdeepfake,hJnEQCMA5Sg_00005,0,0,1,0.5833994746208191
1,avdeepfake,gzcwS02ZB1o_00013,1,0,1,0.5908398032188416
1,avdeepfake,gj3ZnKlHqxI_00021,4,0,1,0.5848882794380188
1,avdeepfake,hJnEQCMA5Sg_00001,0,0,1,0.5818063616752625
1,avdeepfake,h7u6NScSWtY_00007,11,0,1,0.5862458944320679
1,avdeepfake,gzcwS02ZB1o_00024,9,0,1,0.6006928086280823
1,avdeepfake,gjCwsdCssdk_00006,3,0,1,0.5793942809104919
1,avdeepfake,hBOVuIIQUFc_00002,10,0,1,0.5934888124465942
1,avdeepfake,gqpErbFnbiY_00008,12,0,1,0.5606980323791504
1,avdeepfake,gdg4mUSwuhI_00005,2,0,1,0.6044114828109741
1,avdeepfake,h0dSQDgl3gI_00007,1,0,1,0.5812671184539795
1,avdeepfake,h7qKzqQnjXw_00002,0,0,1,0.6097428798675537
1,avdeepfake,gjCwsdCssdk_00020,3,0,1,0.6007580161094666
1,avdeepfake,hBOVuIIQUFc_00003,1,0,1,0.6034969091415405
1,avdeepfake,ggPh4X7UKwY_00015,3,0,1,0.5855246782302856
1,avdeepfake,golS4kh8ETY_00007,2,0,1,0.5966736674308777
1,avdeepfake,hJnEQCMA5Sg_00002,0,0,1,0.5668798089027405
1,avdeepfake,gtDS5rzd6R8_00006,10,0,1,0.6148006319999695
1,avdeepfake,hBOVuIIQUFc_00007,0,0,1,0.6003172993659973
1,avdeepfake,h7qKzqQnjXw_00008,10,0,1,0.5684192776679993
1,avdeepfake,ggPh4X7UKwY_00015,2,0,1,0.5809222459793091
1,avdeepfake,hBOVuIIQUFc_00003,0,0,1,0.6019554734230042
1,avdeepfake,h0dSQDgl3gI_00008,9,0,1,0.5833401679992676
1,avdeepfake,gzcwS02ZB1o_00022,1,0,1,0.5809586048126221
1,avdeepfake,hJnEQCMA5Sg_00010,0,0,1,0.5766171216964722
1,avdeepfake,gdg4mUSwuhI_00002,10,0,1,0.6013731956481934
1,avdeepfake,ggPh4X7UKwY_00014,5,0,1,0.6039756536483765
1,avdeepfake,gzcwS02ZB1o_00005,1,0,1,0.5754995346069336
1,avdeepfake,hBOVuIIQUFc_00012,1,0,1,0.6248182058334351
1,avdeepfake,goiyLgCzgSI_00017,0,0,1,0.6036566495895386
1,avdeepfake,gtDS5rzd6R8_00004,0,0,1,0.6048373579978943
1,avdeepfake,goiyLgCzgSI_00014,9,0,1,0.6116558313369751
1,avdeepfake,h7qKzqQnjXw_00008,10,0,1,0.5684192776679993
1,avdeepfake,gzcwS02ZB1o_00019,10,0,1,0.5793404579162598
1,avdeepfake,gzcwS02ZB1o_00006,9,0,1,0.603799045085907
1,avdeepfake,gjCwsdCssdk_00006,3,0,1,0.5793942809104919
1,avdeepfake,gj3ZnKlHqxI_00021,1,0,1,0.576000988483429
1,avdeepfake,h27g5iT0tck_00034,5,0,1,0.5819204449653625
1,avdeepfake,h7u6NScSWtY_00019,7,0,1,0.585064172744751
1,avdeepfake,hFkI69zJzLI_00003,1,0,1,0.6167213320732117
1,avdeepfake,hBOVuIIQUFc_00007,1,0,1,0.6023582220077515
1,avdeepfake,h0dSQDgl3gI_00005,11,0,1,0.5878161787986755
1,avdeepfake,h7qKzqQnjXw_00004,6,0,1,0.608817458152771
1,avdeepfake,gzcwS02ZB1o_00022,0,0,1,0.5798658728599548
1,avdeepfake,goiyLgCzgSI_00007,8,0,1,0.6051558256149292
1,avdeepfake,h7qKzqQnjXw_00004,7,0,1,0.6102587580680847
1,avdeepfake,gjfYohXoiz0_00002,4,0,1,0.6031318306922913
1,avdeepfake,hBOVuIIQUFc_00007,0,0,1,0.6003172993659973
1,avdeepfake,gtDS5rzd6R8_00006,11,0,1,0.6134764552116394
1,avdeepfake,hJnEQCMA5Sg_00008,0,0,1,0.5765382647514343
1,avdeepfake,goiyLgCzgSI_00014,2,0,1,0.6091077327728271
1,avdeepfake,h27g5iT0tck_00023,11,0,1,0.574648916721344
1,avdeepfake,h7u6NScSWtY_00001,11,0,1,0.5954440236091614
1,avdeepfake,golS4kh8ETY_00007,3,0,1,0.5822344422340393
1,avdeepfake,gjCwsdCssdk_00008,2,0,1,0.5978315472602844
1,avdeepfake,gzcwS02ZB1o_00015,1,0,1,0.5821818709373474
1,avdeepfake,h0dSQDgl3gI_00008,6,0,1,0.5791745781898499
1,avdeepfake,hFkI69zJzLI_00004,3,0,1,0.6291626691818237
1,avdeepfake,gzcwS02ZB1o_00022,1,0,1,0.5809586048126221
1,avdeepfake,h0dSQDgl3gI_00007,1,0,1,0.5812671184539795
1,avdeepfake,gzcwS02ZB1o_00017,0,0,1,0.5855235457420349
1,avdeepfake,goiyLgCzgSI_00006,1,0,1,0.601628839969635
1,avdeepfake,gzcwS02ZB1o_00015,1,0,1,0.5821818709373474
1,avdeepfake,gdg4mUSwuhI_00002,11,0,1,0.5849687457084656
1,avdeepfake,gqpErbFnbiY_00026,1,0,1,0.6004775762557983
1,avdeepfake,gv1ApCmctVQ_00002,10,0,1,0.5859119296073914
1,avdeepfake,gtDS5rzd6R8_00002,1,0,1,0.6065327525138855
1,avdeepfake,h7u6NScSWtY_00019,8,0,1,0.5784706473350525
1,avdeepfake,gjCwsdCssdk_00020,4,0,1,0.5992960333824158
1,avdeepfake,gzcwS02ZB1o_00019,9,0,1,0.5882998704910278
1,avdeepfake,h27g5iT0tck_00034,10,0,1,0.5815253853797913
1,avdeepfake,hJnEQCMA5Sg_00005,0,0,1,0.5833994746208191
1,avdeepfake,hBOVuIIQUFc_00006,9,0,1,0.6098357439041138
1,avdeepfake,gzcwS02ZB1o_00010,1,0,1,0.5827451348304749
1,avdeepfake,hBOVuIIQUFc_00003,1,0,1,0.6034969091415405
1,avdeepfake,hFkI69zJzLI_00004,1,0,1,0.6291609406471252
1,avdeepfake,gjCwsdCssdk_00014,6,0,1,0.5945855975151062
1,avdeepfake,gzcwS02ZB1o_00017,0,0,1,0.5855235457420349
1,avdeepfake,gqpErbFnbiY_00008,13,0,1,0.5532735586166382
1,avdeepfake,hJnEQCMA5Sg_00001,1,0,1,0.5841465592384338
1,avdeepfake,hBOVuIIQUFc_00007,0,0,1,0.6003172993659973
2,avdeepfake,h7u6NScSWtY_00013,6,0,1,0.5715052485466003
2,avdeepfake,ggPh4X7UKwY_00011,6,0,1,0.568930983543396
2,avdeepfake,goiyLgCzgSI_00013,1,0,1,0.6153920292854309
2,avdeepfake,gzcwS02ZB1o_00026,0,0,1,0.6049025654792786
2,avdeepfake,gjCwsdCssdk_00012,0,0,1,0.6066033840179443
2,avdeepfake,ggPh4X7UKwY_00002,2,0,1,0.5717777609825134
2,avdeepfake,h0dSQDgl3gI_00001,0,0,1,0.5851755738258362
2,avdeepfake,h27g5iT0tck_00028,0,0,1,0.5651330351829529
2,avdeepfake,gtDS5rzd6R8_00010,0,0,1,0.6363075375556946
2,avdeepfake,hBOVuIIQUFc_00014,11,0,1,0.6046856641769409
2,avdeepfake,gjCwsdCssdk_00013,1,0,1,0.6198718547821045
2,avdeepfake,gjCwsdCssdk_00005,2,0,1,0.6132407784461975
2,avdeepfake,gzcwS02ZB1o_00007,1,0,1,0.5520922541618347
2,avdeepfake,golS4kh8ETY_00004,0,0,1,0.5700092911720276
2,avdeepfake,hJnEQCMA5Sg_00003,0,0,1,0.5845616459846497
2,avdeepfake,gjfYohXoiz0_00012,4,0,1,0.5756205320358276
2,avdeepfake,hBOVuIIQUFc_00014,6,0,1,0.6042364835739136
2,avdeepfake,gtDS5rzd6R8_00005,0,0,1,0.6196965575218201
2,avdeepfake,gqpErbFnbiY_00004,2,0,1,0.552203357219696
2,avdeepfake,golS4kh8ETY_00011,2,0,1,0.5857976078987122
2,avdeepfake,gdg4mUSwuhI_00006,4,0,1,0.6132438778877258
2,avdeepfake,gjCwsdCssdk_00013,1,0,1,0.6198718547821045
2,avdeepfake,h7qKzqQnjXw_00007,0,0,1,0.5480790734291077
2,avdeepfake,h27g5iT0tck_00008,6,0,1,0.5838137865066528
2,avdeepfake,gqpErbFnbiY_00021,14,0,1,0.5658708810806274
2,avdeepfake,gzcwS02ZB1o_00027,0,0,1,0.5863059759140015
2,avdeepfake,h7u6NScSWtY_00016,1,0,1,0.5830837488174438
2,avdeepfake,gtDS5rzd6R8_00001,1,0,1,0.6188347935676575
2,avdeepfake,hBOVuIIQUFc_00014,8,0,1,0.6087329983711243
2,avdeepfake,golS4kh8ETY_00009,2,0,1,0.5857358574867249
2,avdeepfake,gqpErbFnbiY_00021,11,0,1,0.5857785940170288
2,avdeepfake,gjCwsdCssdk_00015,0,0,1,0.5852311253547668
2,avdeepfake,gv1ApCmctVQ_00004,8,0,1,0.5773624181747437
2,avdeepfake,gqpErbFnbiY_00021,13,0,1,0.587785542011261
2,avdeepfake,golS4kh8ETY_00010,0,0,1,0.5569807291030884
2,avdeepfake,ggPh4X7UKwY_00011,1,0,1,0.5732425451278687
2,avdeepfake,h7u6NScSWtY_00003,0,0,1,0.545374870300293
2,avdeepfake,goiyLgCzgSI_00011,3,0,1,0.5767297744750977
2,avdeepfake,hJnEQCMA5Sg_00003,0,0,1,0.5845616459846497
2,avdeepfake,golS4kh8ETY_00009,4,0,1,0.6020573377609253
2,avdeepfake,hBOVuIIQUFc_00013,0,0,1,0.5796696543693542
2,avdeepfake,gjfYohXoiz0_00007,2,0,1,0.6156248450279236
2,avdeepfake,gqpErbFnbiY_00004,3,0,1,0.5545603632926941
2,avdeepfake,gdg4mUSwuhI_00003,4,0,1,0.5931733846664429
2,avdeepfake,gdg4mUSwuhI_00006,1,0,1,0.6132429242134094
2,avdeepfake,golS4kh8ETY_00001,3,0,1,0.6018610000610352
2,avdeepfake,h7u6NScSWtY_00013,11,0,1,0.5722851753234863
2,avdeepfake,h27g5iT0tck_00024,6,0,1,0.5707021951675415
2,avdeepfake,gqpErbFnbiY_00027,2,0,1,0.564017653465271
2,avdeepfake,h27g5iT0tck_00028,1,0,1,0.5783855319023132
2,avdeepfake,gqpErbFnbiY_00027,9,0,1,0.5562163591384888
2,avdeepfake,hDLISEt8hBs_00006,0,0,1,0.5977832674980164
2,avdeepfake,gzcwS02ZB1o_00026,9,0,1,0.6050667762756348
2,avdeepfake,goiyLgCzgSI_00013,0,0,1,0.6025416851043701
2,avdeepfake,goiyLgCzgSI_00013,0,0,1,0.6025416851043701
2,avdeepfake,hBOVuIIQUFc_00014,0,0,1,0.6069369316101074
2,avdeepfake,golS4kh8ETY_00009,3,0,1,0.5757256150245667
2,avdeepfake,gqpErbFnbiY_00004,2,0,1,0.552203357219696
2,avdeepfake,gdg4mUSwuhI_00006,0,0,1,0.6121680736541748
2,avdeepfake,gjCwsdCssdk_00013,0,0,1,0.6206424236297607
2,avdeepfake,gtDS5rzd6R8_00005,1,0,1,0.6229904890060425
2,avdeepfake,h7u6NScSWtY_00016,1,0,1,0.5830837488174438
2,avdeepfake,golS4kh8ETY_00001,4,0,1,0.5895942449569702
2,avdeepfake,ggPh4X7UKwY_00011,6,0,1,0.568930983543396
2,avdeepfake,golS4kh8ETY_00011,1,0,1,0.5856893062591553
2,avdeepfake,gjCwsdCssdk_00018,0,0,1,0.6063914895057678
2,avdeepfake,gtDS5rzd6R8_00010,11,0,1,0.6340333223342896
2,avdeepfake,gqpErbFnbiY_00023,0,0,1,0.5861557126045227
2,avdeepfake,gzcwS02ZB1o_00027,11,0,1,0.5855048894882202
2,avdeepfake,gzcwS02ZB1o_00003,0,0,1,0.630670428276062
2,avdeepfake,gjCwsdCssdk_00015,0,0,1,0.5852311253547668
2,avdeepfake,gqpErbFnbiY_00009,0,0,1,0.5440691709518433
2,avdeepfake,gtDS5rzd6R8_00005,1,0,1,0.6229904890060425
2,avdeepfake,h7u6NScSWtY_00016,0,0,1,0.5753628611564636
2,avdeepfake,h7u6NScSWtY_00013,11,0,1,0.5722851753234863
2,avdeepfake,ggPh4X7UKwY_00010,4,0,1,0.5611539483070374
2,avdeepfake,h7u6NScSWtY_00003,0,0,1,0.545374870300293
2,avdeepfake,ggPh4X7UKwY_00010,1,0,1,0.5619689226150513
2,avdeepfake,h7qKzqQnjXw_00007,0,0,1,0.5480790734291077
2,avdeepfake,ggPh4X7UKwY_00021,1,0,1,0.5510228872299194
2,avdeepfake,hJnEQCMA5Sg_00009,9,0,1,0.59755539894104
2,avdeepfake,ggPh4X7UKwY_00019,1,0,1,0.5354132056236267
2,avdeepfake,gzcwS02ZB1o_00026,11,0,1,0.5986582636833191
2,avdeepfake,ggPh4X7UKwY_00010,2,0,1,0.5598006248474121
2,avdeepfake,h7u6NScSWtY_00016,0,0,1,0.5753628611564636
2,avdeepfake,hDLISEt8hBs_00006,0,0,1,0.5977832674980164
2,avdeepfake,gjCwsdCssdk_00019,9,0,1,0.5973842144012451
2,avdeepfake,gZga0AmCGdE_00028,1,0,1,0.6071293354034424
2,avdeepfake,h0dSQDgl3gI_00004,0,0,1,0.5824410915374756
2,avdeepfake,ggPh4X7UKwY_00010,1,0,1,0.5619689226150513
2,avdeepfake,ggPh4X7UKwY_00002,4,0,1,0.5689784288406372
2,avdeepfake,h7u6NScSWtY_00003,1,0,1,0.5709012150764465
2,avdeepfake,h27g5iT0tck_00024,11,0,1,0.5707554221153259
2,avdeepfake,gdg4mUSwuhI_00003,3,0,1,0.6036566495895386
2,avdeepfake,gjCwsdCssdk_00013,0,0,1,0.6206424236297607
2,avdeepfake,h7qKzqQnjXw_00001,0,0,1,0.564639151096344
2,avdeepfake,h0dSQDgl3gI_00004,9,0,1,0.5823596715927124
2,avdeepfake,ggPh4X7UKwY_00006,2,0,1,0.5364732146263123
2,avdeepfake,gqpErbFnbiY_00009,2,0,1,0.5656465291976929
2,avdeepfake,gZga0AmCGdE_00028,0,0,1,0.5782385468482971
2,avdeepfake,hBOVuIIQUFc_00004,0,0,1,0.5964557528495789
2,avdeepfake,hBOVuIIQUFc_00004,11,0,1,0.5951749086380005
2,avdeepfake,gjCwsdCssdk_00019,12,0,1,0.6027817726135254
2,avdeepfake,golS4kh8ETY_00004,4,0,1,0.5775220394134521
2,avdeepfake,gdg4mUSwuhI_00001,2,0,1,0.6091386079788208
2,avdeepfake,gjfYohXoiz0_00007,1,0,1,0.6209384799003601
2,avdeepfake,hBOVuIIQUFc_00010,11,0,1,0.6055237650871277
2,avdeepfake,gwWrkgV47F0_00004,0,0,1,0.6078416705131531
2,avdeepfake,hBOVuIIQUFc_00010,9,0,1,0.6129680275917053
2,avdeepfake,golS4kh8ETY_00010,3,0,1,0.5644609928131104
2,avdeepfake,hDLISEt8hBs_00005,0,0,1,0.5781954526901245
2,avdeepfake,hBOVuIIQUFc_00008,10,0,1,0.6133124232292175
2,avdeepfake,gqpErbFnbiY_00027,3,0,1,0.5836907029151917
2,avdeepfake,gdg4mUSwuhI_00003,4,0,1,0.5931733846664429
2,avdeepfake,gjCwsdCssdk_00019,14,0,1,0.5966914892196655
2,avdeepfake,gjCwsdCssdk_00021,1,0,1,0.6058676242828369
2,avdeepfake,gj3ZnKlHqxI_00018,14,0,1,0.5864837765693665
2,avdeepfake,gqpErbFnbiY_00018,3,0,1,0.5900284647941589
2,avdeepfake,gwWrkgV47F0_00002,0,0,1,0.6124173402786255
2,avdeepfake,h7qKzqQnjXw_00007,0,0,1,0.5480790734291077
2,avdeepfake,goiyLgCzgSI_00011,0,0,1,0.5743623375892639
2,avdeepfake,h27g5iT0tck_00024,7,0,1,0.5706024169921875
2,avdeepfake,hBOVuIIQUFc_00010,7,0,1,0.6089910268783569
2,avdeepfake,gwWrkgV47F0_00004,1,0,1,0.610248327255249
2,avdeepfake,h27g5iT0tck_00028,0,0,1,0.5651330351829529
2,avdeepfake,gjCwsdCssdk_00021,3,0,1,0.6061280369758606
2,avdeepfake,hBOVuIIQUFc_00010,0,0,1,0.612899899482727
2,avdeepfake,gtDS5rzd6R8_00005,0,0,1,0.6196965575218201
2,avdeepfake,ggPh4X7UKwY_00006,1,0,1,0.5409654974937439
2,avdeepfake,gdg4mUSwuhI_00001,0,0,1,0.6080809831619263
2,avdeepfake,hJnEQCMA5Sg_00003,0,0,1,0.5845616459846497
2,avdeepfake,gjCwsdCssdk_00005,1,0,1,0.6155134439468384
2,avdeepfake,hBOVuIIQUFc_00014,10,0,1,0.6099778413772583
2,avdeepfake,goiyLgCzgSI_00011,3,0,1,0.5767297744750977
2,avdeepfake,hDLISEt8hBs_00005,0,0,1,0.5781954526901245
2,avdeepfake,gj3ZnKlHqxI_00018,11,0,1,0.6038945913314819
2,avdeepfake,gtDS5rzd6R8_00010,0,0,1,0.6363075375556946
2,avdeepfake,gzcwS02ZB1o_00027,0,0,1,0.5863059759140015
2,avdeepfake,hDLISEt8hBs_00005,1,0,1,0.5803934335708618
2,avdeepfake,hBOVuIIQUFc_00010,6,0,1,0.6057747006416321
2,avdeepfake,h7u6NScSWtY_00012,0,0,1,0.6092856526374817
2,avdeepfake,gqpErbFnbiY_00027,1,0,1,0.5586473941802979
2,avdeepfake,ggPh4X7UKwY_00016,1,0,1,0.5724696516990662
2,avdeepfake,gzcwS02ZB1o_00016,10,0,1,0.5687305331230164
2,avdeepfake,gwWrkgV47F0_00002,11,0,1,0.6110543608665466
2,avdeepfake,hBOVuIIQUFc_00004,11,0,1,0.5951749086380005
2,avdeepfake,gdg4mUSwuhI_00004,1,0,1,0.6277578473091125
2,avdeepfake,ggPh4X7UKwY_00021,0,0,1,0.5484925508499146
2,avdeepfake,gqpErbFnbiY_00020,0,0,1,0.5296635627746582
2,avdeepfake,gzcwS02ZB1o_00007,0,0,1,0.5491387844085693
3,avdeepfake,gwWrkgV47F0_00001,0,0,1,0.6468748450279236
3,avdeepfake,gtDS5rzd6R8_00003,0,0,1,0.6215288043022156
3,avdeepfake,gqpErbFnbiY_00024,4,0,1,0.5490396022796631
3,avdeepfake,h7u6NScSWtY_00011,0,0,1,0.7039837837219238
3,avdeepfake,gjCwsdCssdk_00017,3,0,1,0.648112952709198
3,avdeepfake,ggPh4X7UKwY_00013,7,1,0,0.4621218144893646
3,avdeepfake,gtDS5rzd6R8_00011,8,0,1,0.7956644892692566
3,avdeepfake,gjCwsdCssdk_00001,4,0,1,0.6139932870864868
3,avdeepfake,goiyLgCzgSI_00012,1,0,1,0.577524721622467
3,avdeepfake,gv1ApCmctVQ_00006,5,1,0,0.4958306550979614
3,avdeepfake,gqpErbFnbiY_00028,13,0,1,0.5024637579917908
3,avdeepfake,gjCwsdCssdk_00011,0,0,1,0.5306551456451416
3,avdeepfake,gqpErbFnbiY_00025,9,0,1,0.5365632176399231
3,avdeepfake,h7u6NScSWtY_00015,6,0,1,0.5999457240104675
3,avdeepfake,gqpErbFnbiY_00003,12,0,1,0.5265941023826599
3,avdeepfake,golS4kh8ETY_00005,14,0,1,0.5447769165039062
3,avdeepfake,gdg4mUSwuhI_00010,3,0,1,0.6520970463752747
3,avdeepfake,gzcwS02ZB1o_00014,10,0,1,0.5418203473091125
3,avdeepfake,hJnEQCMA5Sg_00004,11,0,1,0.5280188918113708
3,avdeepfake,h0dSQDgl3gI_00003,0,0,1,0.6034881472587585
3,avdeepfake,gv1ApCmctVQ_00006,0,0,1,0.5170195698738098
3,avdeepfake,gj3ZnKlHqxI_00001,3,0,1,0.552191972732544
3,avdeepfake,gqpErbFnbiY_00014,3,0,1,0.5161789059638977
3,avdeepfake,gqpErbFnbiY_00015,0,0,1,0.5626177191734314
3,avdeepfake,gqpErbFnbiY_00014,3,0,1,0.5161789059638977
3,avdeepfake,gtDS5rzd6R8_00008,11,0,1,0.6486563682556152
3,avdeepfake,gjCwsdCssdk_00009,0,0,1,0.6154840588569641
3,avdeepfake,gqpErbFnbiY_00007,1,0,1,0.6038573384284973
3,avdeepfake,gzcwS02ZB1o_00002,1,0,1,0.5861189961433411
3,avdeepfake,hFkI69zJzLI_00001,9,0,1,0.7234114408493042
3,avdeepfake,gqpErbFnbiY_00014,0,0,1,0.5076156854629517
3,avdeepfake,gtDS5rzd6R8_00011,0,0,1,0.7237728238105774
3,avdeepfake,gdg4mUSwuhI_00009,1,0,1,0.5954893231391907
3,avdeepfake,h27g5iT0tck_00014,1,0,1,0.6010506749153137
3,avdeepfake,h0dSQDgl3gI_00014,6,0,1,0.5415560603141785
3,avdeepfake,h7u6NScSWtY_00011,0,0,1,0.7039837837219238
3,avdeepfake,gjCwsdCssdk_00004,0,0,1,0.612015426158905
3,avdeepfake,gjCwsdCssdk_00001,3,0,1,0.6129200458526611
3,avdeepfake,gdg4mUSwuhI_00009,0,0,1,0.5905545949935913
3,avdeepfake,gtDS5rzd6R8_00008,0,0,1,0.6494144797325134
3,avdeepfake,h0dSQDgl3gI_00002,7,0,1,0.6035932302474976
3,avdeepfake,hFkI69zJzLI_00001,6,0,1,0.7462776303291321
3,avdeepfake,h7u6NScSWtY_00015,10,0,1,0.5979351997375488
3,avdeepfake,h0dSQDgl3gI_00015,10,0,1,0.5691152811050415
3,avdeepfake,hJnEQCMA5Sg_00011,10,0,1,0.578506350517273
3,avdeepfake,gjCwsdCssdk_00004,4,0,1,0.6127104759216309
3,avdeepfake,gqpErbFnbiY_00001,2,0,1,0.5566092133522034
3,avdeepfake,gzcwS02ZB1o_00014,11,0,1,0.538428544998169
3,avdeepfake,gv1ApCmctVQ_00001,0,0,1,0.5907408595085144
3,avdeepfake,gqpErbFnbiY_00016,13,0,1,0.6188305020332336
3,avdeepfake,gzcwS02ZB1o_00009,10,0,1,0.5208945870399475
3,avdeepfake,h7u6NScSWtY_00015,0,0,1,0.6418220400810242
3,avdeepfake,gzcwS02ZB1o_00001,1,0,1,0.5839799642562866
3,avdeepfake,gj3ZnKlHqxI_00001,1,0,1,0.5424671769142151
3,avdeepfake,hJnEQCMA5Sg_00012,5,0,1,0.5314792990684509
3,avdeepfake,hJnEQCMA5Sg_00007,1,0,1,0.5943083167076111
3,avdeepfake,gqpErbFnbiY_00025,0,0,1,0.58652663230896
3,avdeepfake,gqpErbFnbiY_00019,2,0,1,0.6825039982795715
3,avdeepfake,gv1ApCmctVQ_00005,0,0,1,0.5293905735015869
3,avdeepfake,gzcwS02ZB1o_00009,0,0,1,0.5408660769462585
3,avdeepfake,gqpErbFnbiY_00006,4,0,1,0.5197702646255493
3,avdeepfake,gqpErbFnbiY_00003,14,0,1,0.508574903011322
