fold,split,video_id,aug_idx,true_label,pred_label,prob_fake
1,avdeepfake,gdg4mUSwuhI_00002,11,0,1,0.6104105114936829
1,avdeepfake,gqpErbFnbiY_00026,1,0,1,0.552918016910553
1,avdeepfake,gv1ApCmctVQ_00002,10,0,1,0.5838640928268433
1,avdeepfake,gtDS5rzd6R8_00002,1,0,1,0.6567848324775696
1,avdeepfake,h7u6NScSWtY_00019,8,0,1,0.5856355428695679
1,avdeepfake,gjCwsdCssdk_00020,4,0,1,0.6086302995681763
1,avdeepfake,gzcwS02ZB1o_00019,9,0,1,0.5515404343605042
1,avdeepfake,h27g5iT0tck_00034,10,0,1,0.5675633549690247
1,avdeepfake,hJnEQCMA5Sg_00005,0,0,1,0.573957622051239
1,avdeepfake,hBOVuIIQUFc_00006,9,0,1,0.6153463125228882
1,avdeepfake,gzcwS02ZB1o_00010,1,0,1,0.5297567248344421
1,avdeepfake,hBOVuIIQUFc_00003,1,0,1,0.5735942721366882
1,avdeepfake,hFkI69zJzLI_00004,1,0,1,0.7740656733512878
1,avdeepfake,gjCwsdCssdk_00014,6,0,1,0.5985147356987
1,avdeepfake,gzcwS02ZB1o_00017,0,0,1,0.5314546227455139
1,avdeepfake,hJnEQCMA5Sg_00001,1,0,1,0.541298508644104
1,avdeepfake,hBOVuIIQUFc_00007,0,0,1,0.5830672979354858
